Geneid	Length
RpL28	277
eIF1	193
CG11505	4498
CG17746	360
CG12078	79
CG43389	237
ckd	510
CG34265	97
CG14960	210
CG12017	778
CG12009	301
CG14968	190
ZnT63C	1000
Drsl2	97
Drsl3	109
Drsl4	93
Drsl5	103
PIG-C	205
CG12016	776
CG42456	1841
Strip	837
PHGPx	187
CG14961	242
CG14969	329
Drsl1	3
Drsl6	115
kst	365
Drs	114
YT521-B	1153
CG12010	65
CG12012	695
Ids	83
sty	1806
eIF5B	321
armi	74
CycJ	577
CG14971	761
CG32267	270
CG42324	2587
CG43074	98
ImpE2	231
Eip63E	2958
CG10359	174
CG10357	136
CG14974	46
dar1	543
CG10862	63
CG43098	113
CG43089	153
CG32264	2569
ppk27	3
CG32266	255
ntc	130
IntS10	277
CG32262	133
CG32263	41
PIG-B	337
Scsalpha	387
Acp63F	149
enc	2641
Rdh	224
Awh	861
Fie	578
Gr63a	3
CG14977	146
Ccz1	18
Ubi-p63E	212
Sc2	150
ida	64
mge	887
Eip63F-1	1922
CG10866	956
CG12766	74
CG10863	108
CG14982	1130
CG10853	80
CG14983	105
CG14984	162
CG12605	4279
CG43915	419
scrt	5948
CG14985	2213
FoxL1	103
Mul1	564
CG11594	370
Gr64a	120
Gr64c	110
Gr64b	1561
Gr64d	1627
Gr64e	88
Gr64f	39
CG11593	939
Rcd5	113
CG1136	934
Dpy-30L2	168
CG18869	75
dib	460
wit	1095
CG32259	102
Faa	56
Gad1	1291
CG14989	2048
CG14990	74
CG14995	1507
Fit1	733
Ack	373
Chd64	686
ens	1932
RfC4	79
Rop	665
Ras64B	941
Akh	180
CG32260	117
CG1299	190
nab	495
mas	332
Ero1L	403
CG18675	666
Teh4	533
Teh2	882
Teh3	242
VhaM9.7-c	499
tipE	1536
CG43367	1414
CG15005	176
Cpr64Aa	352
Cpr64Ab	124
Cpr64Ac	284
Cpr64Ad	149
ImpL2	834
CG14997	146
pav	402
ago	1136
CG1265	126
CG15011	86
CG1309	174
CG11586	429
VhaM9.7-a	396
CG1273	402
CG33764	3
Ctl1	242
CG11583	97
srw	115
CG1316	699
TfIIEbeta	61
Hexo1	145
CG15012	309
Fdx2	265
dyl	521
Claspin	232
PMP34	163
CG15014	121
Cip4	1569
mRpS6	36
CG33514	184
CG11342	207
DopEcR	1515
CG32240	67
slow	341
Syx17	323
CG15019	237
DOR	747
CG15020	260
nAChRbeta1	1043
CG15021	108
CG12607	455
CG11345	146
CG15022	108
CG15023	127
CG15024	77
CG32241	124
CG32249	219
CG32248	57
CG11349	74
CG7465	115
CG11350	94
CG13722	253
CG13721	328
CG13720	122
NT1	822
Tie	541
CG11353	275
CG32243	108
CG11357	894
CG33777	3
CG42540	1943
Src64B	2197
CG32246	26
HDAC1	355
axo	1923
CG13716	3
CG32238	173
CG32236	159
CG34266	119
CG7514	212
CG18418	128
RhoGEF64C	324
CG15876	121
CG13713	83
CG13712	297
CG12493	160
CG13711	299
CG7509	96
CG18808	121
Dhc64C	302
LeuRS-m	313
CG13708	3
CG13707	291
CG32237	155
CG32235	40
Dnah3	791
CG13705	188
CG13704	177
Rh50	1230
Con	2513
CG17030	95
CG32232	3
ATPsynCF6L	156
CG4597	3
CG15212	197
CG15213	105
CG4603	239
CG10674	95
CG4611	43
Prpk	31
CHMP2B	93
CG10672	35
Gdap1	264
Fitm	317
AlaRS-m	100
Gen	20
Srp54k	323
shep	5836
CG4669	124
lama	380
Klp64D	360
Cyt-c1	471
Uev1A	994
Membrin	66
Pfdn4	65
Ir64a	3
DIP-delta	2810
CG4835	3
blanks	186
CG34342	617
Lkr	771
CG13285	508
frm	1658
sinu	1221
Sucb	204
Sras	278
bc10	904
Msr-110	665
l(3)psg2	477
spo	507
CG10592	115
CG5150	286
CG10591	104
TM9SF3	696
mthl2	377
Eaf6	122
Blimp-1	3283
lin-28	268
sif	7404
Sse	182
CG46320	15596
CG44521	322
DnaJ-1	563
Usp47	505
CG10576	451
Txl	98
Ppat-Dpck	122
scny	1488
vito	91
Myt1	291
PGRP-LD	1445
Pmi	3030
Cralbp	269
Bre1	717
Tektin-C	162
S6k	2884
CG42272	110
kri	302
mad2	118
vn	1226
CG5568	179
CG18586	90
CG13287	301
DNApol-epsilon58	57
CG5592	3
CG32409	113
QC	86
CG32413	3
CG10486	1388
CG13288	684
CG10483	114
CG32407	63
CG33523	1574
Rcc1	320
CG33993	737
CG10479	269
PVRAP	693
alphaKap4	113
CG10477	539
yip7	67
CG6462	121
Jon65Aiv	50
Jon65Aiii	33
Jon65Aii	27
Jon65Ai	138
tant	445
CG6592	3
CG10472	49
CG42269	177
CG6602	88
CG13295	55
CG6610	209
ssp6	1221
CG13293	2157
CG10469	38
CG10467	100
loj	258
Ets65A	1804
l(3)mbn	116
Lcp65Ag3	168
Cpr65Au	180
Lcp65Ag2	167
Lcp65Ag1	141
Lcp65Af	168
Lcp65Ae	139
Cpr65Av	196
Cpr65Aw	65
Lcp65Ad	218
Lcp65Ac	86
Lcp65Ab2	56
Cpr65Ax1	35
Lcp65Ab1	56
Cpr65Ax2	379
Lcp65Aa	165
Acp65Aa	234
CG13297	130
Cpr65Ay	48
Cpr65Az	3
CG13296	3
CG10289	4888
CG7376	300
CG10274	383
D19B	244
CG43293	142
D19A	554
CG7386	192
Sf3b6	360
Tnpo	2667
CG8219	179
LanA	347
CG33946	124
CG13299	121
BG642312	158
CG42714	130
CG10226	181
Mdr65	94
Best2	708
CG10163	86
ImpL3	644
CG43168	786
Or65a	3
Or65b	3
Or65c	3
CG13300	1709
Sfp65A	97
CG42747	911
CG10147	771
CG8270	164
Vps8	91
sfl	1318
CG32396	129
MCU	2222
jv	249
ndl	114
CG8368	324
zpg	315
CG8398	1122
GluRIA	299
eIF4E4	210
CG32395	3
SP1173	642
CG8519	59
ple	1617
dikar	3411
velo	216
CG8549	87
CG10103	376
CG32392	306
vvl	2835
Prat2	104
CG45413	428
CG14820	148
tow	811
CG10077	2800
CG9948	496
CG10075	60
Surf1	68
sgl	635
CG10064	63
Mis12	182
CG9953	116
CG10063	82
Galphai	596
CG32388	669
CG43439	384
bin	175
Mp	1450
CG17744	166
CG8641	1405
CG14823	1882
CG32391	34
CG34030	3
Cpr65Ea	119
Cpr65Eb	389
Cpr65Ec	105
form3	343
msl-3	323
BBS1	233
CG8629	65
CG15829	402
CG8628	119
Dbi	99
melt	342
corn	1517
CG8620	267
Dscam2	5621
CG14826	396
CG14829	577
BHD	84
RpL18	101
Neos	89
mRpL50	128
mei-P22	3
Cdc27	354
MED4	84
CG14830	384
unc-13-4A	2957
CG8607	118
RhoGEF4	90
Rint1	113
CG8602	622
CG42307	3681
mus312	2084
CG43780	734
CG43781	554
eco	232
lark	426
Cln7	97
CG14834	127
Srp19	60
qm	1232
CTCF	303
pst	266
Sec63	338
Sh3beta	1272
akirin	1123
SMSr	547
smid	232
CG8564	63
CG8563	112
CG32379	95
CG8562	191
CG18417	174
CG8560	34
CG42458	974
Rac2	1173
CG14835	69
sphinx1	156
sphinx2	361
CG33278	57
ppk26	258
CG42661	1639
Tsp66A	549
CG42660	2128
CG8543	77
CG8541	80
CG43292	19
mthl6	78
Cyp316a1	3
Cyp4d8	64
CG8539	185
CG7548	71
CG7546	853
ltl	969
lqf	3069
CG16998	3
CG32374	3
CG32376	3
CG14837	91
frac	115
CG14838	63
CG7716	127
Pura	539
Urm1	83
CG7506	20
CG32373	76
PGRP-SD	138
CG7492	447
Ank2	4343
CG44195	3714
CG12262	114
CG7457	2002
CG8492	104
Snmp2	206
CG13685	2189
CG7409	177
Hn	95
Clk	983
CG32371	121
CG32369	1368
Pdp1	4871
CG32365	323
eIF4E5	165
pbl	618
CG8281	113
CG8111	125
CG32368	90
syd	1149
Srp9	488
CG43880	32
exex	623
RNaseX25	607
CG8042	115
HP4	307
CG8209	183
CG8038	183
nmo	4649
bip1	315
Ect4	1676
CG42590	15
CG42591	9
CG7565	366
fan	112
CG7927	614
Arp3	552
msk	571
ldbr	40
CG7550	128
mRpL36	71
Uba2	115
CdsA	845
CG7504	371
mus301	182
CG13676	763
CG42445	246
CG43886	68
CG13675	854
RecQ4	182
Nmt	294
mthl7	4
Uxs	652
ERR	161
Atg18a	1144
MED24	101
CG7387	53
UbcE2M	896
CG8005	903
CG7366	82
CG13679	65
tut	284
CG8006	149
CG8012	383
CG13674	210
CG13678	115
eIF4E3	150
CG7213	153
Dscam4	1642
cert	561
CG7201	301
Rab19	285
Arl5	253
CG13671	132
CG7194	258
Sbp2	80
Gr66a	3
BI-1	358
CG7185	541
CG43059	48
CG13670	89
CG34461	1295
CG34462	124
Cpr66Cb	450
Pex2	104
DNApol-alpha50	60
CG7083	410
CG7182	110
GAPcenA	687
Culd	2620
Idh	254
ImpE1	968
Jon66Ci	40
Jon66Cii	41
CG7120	320
mkg-p	312
CG33057	2394
CG13667	69
Oseg1	106
Exo70	95
mtrm	378
CG32354	126
Cbl	3162
Unr	2150
CG6983	1008
Gug	1790
CG43163	203
ZC3H3	132
CG6745	486
CG6765	1311
CG6683	325
GstO3	89
se	58
GstO2	201
GstO1	128
foi	1401
ergic53	898
rhea	7919
CG6638	171
CG43078	3425
Nelf-E	251
RpL14	92
CG5989	107
CG6282	1666
S-Lap1	254
S-Lap2	181
GAPsec	208
Zasp66	662
Cdc6	377
Cpr66D	179
CG13305	237
Pex7	298
Arr2	233
h	833
SrpRbeta	321
CG32022	164
CG6511	600
CG43965	68
Cp18	89
Cp15	124
Cp19	89
Cp16	61
Prm	1137
CG13306	139
Fhos	920
CG6576	184
CG5804	60
CG13310	117
CG13311	73
CG34426	125
CG32023	41
CG34427	43
CG13312	20
CG32024	92
CG13308	3
CG13309	97
dally	1877
CG32026	181
CG43169	104
Mcm7	138
TrpA1	287
mfr	2395
Tsp66E	1119
CG43783	831
orb2	5794
GNBP3	56
mRpL12	92
CG13313	29
ValRS-m	129
CG5653	23
CG5021	279
CG5026	575
pix	280
Srp68	242
CG5644	82
CG13314	112
Galk	1078
CG5068	443
CG5280	141
smg	1261
CG5087	440
Doc3	277
CG5194	130
Doc2	183
Doc1	188
CG5144	65
Argk	498
CG4911	3324
CG4942	151
teq	554
CG32032	135
CG13315	277
bol	6170
Dhpr	309
Use1	152
nwk	2681
Rdl	5116
Slc45-1	254
CG4476	167
CG4483	152
CG4477	7
GluRIB	3144
PGRP-LA	1043
PGRP-LC	1336
PGRP-LF	171
UGP	879
CG32040	122
CG32039	509
Pdxk	324
CG34456	68
Klp67A	609
mRRF1	62
CG4452	967
Fdx1	159
Hsp67Bc	210
CG4456	1523
Hsp22	192
CG4461	210
Hsp26	147
Hsp67Ba	303
Hsp23	210
Hsp27	870
CG4080	961
eIF4E1	255
Cpr67B	138
CG4022	2037
CG3689	1576
CG3967	1105
CG3982	205
aay	422
Shc	240
RpS17	82
MTF-1	1298
CG42526	863
Bet3	486
Nf-YA	640
CG33926	106
CG3529	359
CG3448	282
ghi	350
phol	730
CG3552	39
CG3437	59
CG3434	36
CG44838	1588
Uch-L5	304
Jarid2	941
pall	178
CG32036	91
CG32037	664
path	1126
CG3408	764
RpS9	548
CG33703	3
CG33702	3
CG33700	123
Or67a	55
Ir67a	3
CG42673	2210
Tmc	200
CG3222	132
CG3088	60
CG3306	89
LanB2	593
CG3335	72
Or67b	99
CG8336	102
fry	158
CG8329	118
CG18179	48
CG18180	90
CNMaR	537
CG16717	253
alphaTub67C	85
CG6767	790
CG16719	183
Ubc4	755
CG6761	187
CG16711	1731
SH3PX1	309
vsg	1497
CG18178	76
CG14174	20
nbs	74
defl	105
Naa60	811
ATPsynB	120
CG6749	173
CG42268	1275
CG8177	1228
CG32052	726
Zasp67	787
Ilp1	155
Ilp2	193
Ilp3	320
Ilp4	252
CG43897	2302
Ilp5	130
I-2	644
Cdk8	102
RasGAP1	1472
CG10809	759
iPLA2-VIA	491
CG8108	198
CG34382	121
Taf2	195
CalpB	977
CG6709	135
CG14164	700
CG6707	956
nudE	761
bma	2383
CG6685	872
Dronc	256
CG6674	62
CG42455	775
vnc	160
dpr6	3386
CG14160	398
CG32053	89
CG32054	67
CG42825	84
CG42826	3
dpr10	1890
CG8072	231
CG6628	262
ect	1566
CG8065	309
CG32055	3
scramb1	593
Or67c	3
can	81
Or67d	3
CG12362	205
Ir67b	573
Ir67c	3
Gem3	804
CG32061	93
S-Lap3	858
Rbfox1	3676
S-Lap4	189
CG6527	1262
CG42521	75
CG43127	347
CG34238	67
CG14151	64
CG42536	138
CG42535	69
hay	51
CG34001	43
E(z)	66
CG8009	312
CG18628	86
CG32066	918
CG14154	135
CG14153	296
CG8003	234
Adi1	73
simj	1627
CG11811	724
CG33493	288
ND-13B	134
NijA	178
CG43245	535
CG12523	371
CG42831	644
tna	2032
CG6418	258
Blos4	458
CG6409	96
galla-2	88
CG6404	217
Cpr67Fa1	93
Cpr67Fa2	109
Cpr67Fb	73
Aps	1358
CG14147	212
klu	1322
Fad2	243
CG32079	3
CG32081	127
CG43693	626
CG7888	412
CG6321	245
Blos2	100
CG32069	45
CG32075	51
SuUR	486
CG45101	3395
CG6310	91
Mocs1	826
Pfdn2	422
CG7839	100
JIL-1	1874
Iyd	65
CG33947	418
Irbp18	199
APP-BP1	22
Elo68beta	10
Elo68alpha	127
CG32071	3
CG32073	23
CG12522	59
CG34012	47
CG7638	256
Sod1	175
FoxK	919
mRpL2	63
Ufd1-like	78
NaPi-III	666
nol	143
CG32074	108
CG14143	142
IRSp53	1138
CG6216	332
Alg10	77
wls	612
CG7616	331
CG14142	1937
GlcAT-P	1467
Plod	263
CG7607	110
CG14141	157
Ube3a	378
CG7600	320
CG42671	2473
Ir68a	51
scyl	1700
CG6175	918
CG7573	42
CG6168	1052
CG6163	622
CG11726	30
CG44362	3
CG7560	36
CG6149	65
CG7557	153
CG12289	83
CG7551	100
CG6140	201
Vha16-3	91
Vha16-2	81
chrb	3963
CG33500	3
Sgs8	95
Sgs7	64
CG33272	3
Sgs3	174
CG7512	144
CG11714	2219
Fuca	115
Mob2	1727
CG7394	899
CG33267	201
CG33490	93
CG33489	65
CG33271	166
CG33270	54
CG43390	37
CG43391	38
CG33269	438
CG32086	44
rt	172
CG7377	3
CG33268	69
CG7368	908
CG14137	3
Duba	1008
CG42832	57
Muc68Ca	90
CG6084	269
CG6083	201
PCID2	51
CG18815	887
CG32091	412
CG6071	40
RIOK1	191
CG7339	823
CG32085	456
TfIIEalpha	139
Sugb	1345
Pldn	385
CG14135	164
CG11652	270
Dnai2	120
CG11658	1204
mtTFB1	82
Ccdc56	1163
crim	170
CG14132	377
Bmcp	755
sunn	78
CG32087	166
CG6024	3388
Gr68a	3
Muc68D	244
Tim13	77
Pi3K68D	1654
CG14131	178
CG5964	69
CG10907	31
Klp68D	462
CG10361	74
CG42255	137
CG14130	246
CG5946	1382
CG11597	144
RpL10Ab	754
CG32095	93
CycA	936
CG7264	211
CG43064	529
CG12521	134
CG44837	1064
CG5906	193
Sprn	168
CCDC151	3
CG5897	629
CG11588	174
SdhAL	129
byn	517
Rpt4R	116
CG5883	79
CG7252	45
CG17826	42
obst-G	101
CG7248	61
CG11570	109
CG43294	109
prc	253
Muc68E	181
CG42397	81
CG14125	54
CG43896	407
CG6938	164
CG6931	158
viaf	303
Grip163	482
Pop2	822
CG6928	544
rols	276
CG43993	134
CG6793	55
CG43638	278
Sema5c	627
CG17154	156
vers	209
ssp	250
CG11560	129
yps	1393
Ir68b	3
CG34241	61
Lsp2	357
CG11534	84
CG5645	108
Atg12	87
ND-SGDH	147
RhoGAP68F	555
eIF3l	108
Nrx-IV	752
CG32099	93
CG9760	910
Rh7	1780
CAH2	603
CG6910	582
Est-6	164
thoc6	1760
Est-P	103
CG11529	263
Adk1	218
CG5626	325
app	4541
CG32100	606
Pbgs	843
CG4300	805
INPP5E	446
CG4328	83
CG44355	679
Lmx1a	485
CG10418	113
CrzR	966
Ncc69	70
CG32104	68
Obp69a	67
Smyd4-2	61
CG32103	1763
ArfGAP1	313
toe	378
eyg	735
CG32102	88
CG10616	253
CG10663	592
CG33725	93
CG10660	147
CG10657	316
CG10638	562
CG10681	175
CG10646	161
vih	676
CG10654	439
sti	362
tral	1806
Gcn5	220
ver	68
eIF2beta	64
nst	419
Tsf2	315
CG34242	163
Pmm2	97
CG4069	89
sowah	891
ara	360
caup	1100
mirr	1296
SmD1	262
Ptp69D	574
CG32112	225
CG32109	295
Klc	200
CG10984	248
CG10973	58
CG32113	47
Hip1	458
CG32106	49
CG10969	181
CG17666	71
Atg1	911
CG42709	475
Sap130	210
CG32110	95
Sf3a2	88
CG42588	135
CG10960	862
CG10948	1404
Wbp2	868
Ent3	956
CG32107	1067
CG10943	78
CG14120	80
CG43894	57
CG14118	265
CG12520	784
CG32117	103
CG32115	16
CG10752	47
Or69a	3
CG10748	71
CG10749	84
CG11262	129
CG11263	175
CG14117	483
CG11261	89
MICAL-like	132
CG11267	173
mRpL20	47
ste14	215
AdenoK	578
RpS12	128
Zmynd10	66
CG17672	406
SRm160	568
RpS4	410
Syx13	502
CG11279	1470
CG14115	3
CG34428	3
CG34429	3
CG17300	120
CG11251	234
trn	569
CG33262	3
snky	87
caps	2334
CG32119	263
Sfp70A4	162
CG42481	77
CG43147	127
SP	55
CG14113	184
CG17687	94
Nplp2	129
CG14111	3
SNCF	131
CG14107	123
ImpL1	97
CG14110	19
CG10171	710
Poc1	334
sens	610
CG10222	410
flr	352
CG32121	830
CG33263	168
CG14106	11
CG14105	74
CG10713	595
CG10154	177
CG10725	37
CG10140	43
CG14109	119
cmb	280
CG10133	125
CG10738	276
CG10116	51
CG10089	1341
stv	765
Abp1	484
Tgi	440
Spt20	2601
Vps36	61
Liprin-beta	519
CG10710	259
bru3	10166
CG43184	36
CG8757	1080
CG8750	286
Tsp68C	273
Hml	73
CG8745	733
dysc	5624
CG13737	168
Rgl	930
CG8833	54
DCTN1-p150	466
CG32137	798
Meics	118
ssp2	1407
Nxf3	4353
CG13738	39
Hsc70-1	127
CG17364	2247
CG17362	71
CG9040	202
26-29-p	104
CG17361	220
CG17359	266
Nprl3	358
upSET	2210
Ptip	909
endos	671
CG6650	916
CG6661	84
Hsc70Cb	618
Neurl4	159
CG6833	264
CG13484	116
Frl	1946
Pex1	181
btl	377
CG8100	751
Fbp1	224
Sox21a	776
Sox21b	622
D	583
nan	122
nuf	1198
saturn	88
CG7768	100
CG7924	98
CG34244	191
CG7906	150
fz	1362
CG13482	143
CG13481	191
CG43120	360
CG3868	107
stwl	945
CG3919	162
bbg	537
CG9592	28
CG4613	96
CG43246	84
Mpcp2	552
Gbs-70E	1185
CG34039	19
Lk	112
CG42758	79
HGTX	648
shd	625
CG9628	384
RecQ5	2235
dlp	994
CG43121	115
ome	777
CG4914	146
CG5048	200
goddard	195
CG13474	106
CG17177	3
CG13476	167
CG13473	87
CG13471	63
Trl	3553
CG42507	777
CG33260	62
CG9384	2003
CG17173	49
mop	328
bmm	582
Tdrd3	80
CG9425	1857
NHP2	223
gnu	102
CG17839	552
CG34245	77
DCX-EMAP	732
CG13465	329
BobA	336
Tom	406
Brd	217
Ocho	290
CG3349	92
CG5114	65
mnd	454
Zip71B	492
mRpL39	81
Prosbeta2	101
Reck	587
Sytbeta	1779
CG32148	133
Rpn12R	88
ind	106
CG43678	32
CG18581	149
CG12310	161
CG43679	170
CG13461	134
CG43680	151
CG18649	260
EAChm	111
CG13460	42
Plp	594
Or71a	299
sstn	534
GlyRS	130
CTPsyn	309
CG45071	204
CG13458	73
Cep135	548
CG16959	338
CG32847	188
CG13457	126
CG12316	300
Pdi	453
CG32147	189
Pex3	443
FucTA	1254
Msh6	435
Prp31	289
CG7011	91
CG6878	108
CG6888	73
Tollo	2674
Best4	53
Best3	44
CG7255	809
Toll-6	2549
CG33259	62
CG7804	428
Ran-like	312
CG12355	92
CG13455	142
CG7276	63
CG7275	56
CG7272	354
CG7857	217
CG7841	704
Z600	120
gdl-ORF39	744
gdl	302
Eip71CD	777
CG13454	158
mex1	409
yellow-k	8
CG7945	111
CG33986	10
CG33985	24
CG42729	44
CG42728	94
obst-H	95
CG43248	223
CrebA	1943
AGO2	314
CG7739	363
SCCRO	437
dop	563
CG16979	131
mrn	186
CG12301	112
AIMP2	51
CG7656	774
RhoGAP71E	3472
CG7650	750
CG13449	71
comm3	123
CG7372	1122
CG43083	35
Eig71Ea	63
Eig71Eb	139
CG43084	69
Eig71Ec	81
Eig71Ed	57
Eig71Ee	127
Eig71Ef	93
Eig71Eg	82
Eig71Eh	116
Eig71Ei	189
Eig71Ej	97
Eig71Ek	130
CG43082	3
CG7304	3
CG7579	39
pgant8	332
CG34452	73
CG34451	260
comm2	298
CG42571	66
CG42570	43
comm	1159
CG6244	167
CG13445	97
fwe	2310
CkIIalpha-i1	286
DCP2	2714
dbo	1515
CG12713	300
CG18081	570
CG15715	469
meru	957
pHCl-1	4797
sff	3217
Pka-C3	409
GXIVsPLA2	1014
elgi	466
CG17032	104
l(3)72Ab	161
CG10516	137
brm	298
CG17026	62
CG17029	109
CG17028	269
CG17027	424
Arl1	181
DNApol-delta	67
Hip14	1610
CG5830	2065
mRpS31	52
mib1	184
Notum	1414
CG42717	52
CG42716	34
CG42538	3
CG5895	68
Diap1	265
Mbs	3671
CG33258	167
CG13075	89
Tasp1	979
CG5235	477
ClC-c	905
CG13074	176
ATPsynbetaL	100
IleRS-m	52
IntS9	52
CG43295	3
Zn72D	2957
Taf4	1582
Strumpellin	56
Pgm	122
SsRbeta	283
Trs20	108
elg1	228
CG5157	218
CG5151	2662
CG32152	2445
CG33796	3
CG33795	3
CG33687	285
CG33688	3
CG33689	3
CG33690	3
CG13073	3
l(3)72Dn	116
CG5027	371
PDCD-5	115
MED10	121
Hsc20	138
l(3)72Dp	761
l(3)72Dr	68
CG13055	1563
CG13054	242
CG13053	51
CG34247	75
CG13071	130
CG13070	83
CG13051	104
CG13069	84
CG4950	623
CG13068	80
CG34248	136
CG13067	269
CG13066	164
CG13065	205
CG13050	203
CG13064	58
CG13049	129
CG13048	172
CG13047	88
CG13046	138
CG13045	525
CG4962	341
CG4982	142
CG13044	94
CG43249	75
CG13043	123
CG13063	110
CG13042	155
CG13062	205
Nplp3	234
CG13041	74
CG13060	76
CG42718	61
CG13059	48
CG13040	66
CG13039	253
CG13038	62
CG13058	135
CG33061	877
CG33060	3
retinin	178
CG13056	83
CG4998	483
CG33257	3
mRpS34	52
Golgin104	119
Tcs3	76
Pdh	95
ringer	442
Cpr72Ea	78
Cpr72Eb	60
Cpr72Ec	128
CG4842	89
CG18814	105
roq	3586
CG4753	156
CG4729	303
RAF2	476
CG44836	173
Gagr	875
fax	2324
TMS1	234
GluRS-m	101
TyrRS	137
CG33158	140
dsx-c73A	595
aos	916
CG43373	2178
CG42514	145
st	60
CG13033	103
CG4229	108
Mipp1	476
CG43206	113
mbf1	1005
nxf2	151
Smn	107
Rpn12	131
UQCR-C2	90
Syx8	122
CG32163	346
l(3)73Ah	361
tra	747
spd-2	200
CG32165	295
CG32164	295
CG4098	93
Prosbeta6	139
Su(P)	79
CG4101	114
Mo25	935
Abl	6911
Baldspot	1636
Galphaf	295
zetaCOP	619
CG13032	23
CG43954	1413
Lasp	1776
CG9692	203
Dab	1237
CG13026	1032
CG13031	64
PGRP-SB2	135
PGRP-SB1	47
Dbp73D	64
CG9701	168
CG42852	58
Nrt	1108
CG13025	1066
CG9705	584
CG9706	198
eIF3e	107
CG9674	4440
nudC	116
CG13024	341
TSG101	195
CG9669	60
Zcchc7	137
CG32161	20
Rh4	168
sina	1353
sinah	219
CG13029	108
CG9951	79
Lmpt	1241
CG32170	294
CG13028	109
CG13023	782
CG11905	504
CG13022	19
Cpr73D	141
Obp73a	6
Nc73EF	1246
Exn	250
CG3764	695
CG6664	567
CG7728	95
CG6652	209
a10	82
Fit2	315
CG7730	226
Ilp8	234
beg	30
scaf6	2884
Papst2	94
CG14057	82
TpnC73F	400
rogdi	1091
CG7724	122
Rbp6	11829
CG6512	501
CG7707	85
CG6497	793
CG13723	157
ND-24L	47
CG13724	3
CG13725	210
Or74a	3
CG6479	152
CG13727	3
brv2	132
Mip	474
CG7692	594
tap	825
Cad74A	707
CG13728	150
CG13731	395
blot	526
Sec3	324
CG7630	90
CG33051	25
CG33052	286
frc	2537
CG32174	214
CG32176	116
CG12229	63
CG18265	4089
QIL1	215
CG7589	142
UQCR-Q	382
CG34250	559
CG13733	157
qjt	81
CG6333	119
Oatp74D	601
edin	67
U4-U6-60K	268
CG7564	9013
Edc3	1629
Nedd4	1053
Jon74E	207
CG7542	334
CycT	1803
Eip74EF	3101
Vps60	175
CG7510	988
CG7497	295
Pep	1927
CG43085	131
Ndfip	1002
Krn	320
CG7484	52
Crtc	2411
CG34251	442
Ccn	818
CheB74a	3
CG6052	4
CG7460	258
CG6034	203
Adgf-B	39
Adgf-A	725
Adgf-A2	35
CG32182	132
CG32181	202
CG42815	80
CG42816	10
NUCB1	351
CG5589	279
CG32187	27
CG32191	328
Cln3	217
Ir75a	95
Ir75b	3
Ir75c	3
Grd	1093
CG32188	3
CG32189	82
CG5577	1173
CG5567	170
MED19	532
CG7430	459
TrpRS-m	329
CG5535	27
CG34002	98
CG7408	1043
CG5506	90
CG16775	121
CG7402	53
Tsp74F	418
Prestin	383
CG14353	249
CG5290	269
Eip75B	2691
CG32192	481
CG42393	626
CG44006	83
CG44005	242
CG44004	164
CG34253	25
CG13698	767
mRpS26	67
CG5147	117
mus304	177
CG32195	3393
CG7341	116
CG42853	87
Cyp312a1	1230
geko	313
CG7330	464
CG13699	296
hid	2269
CG7320	74
CheA75a	147
CG5103	171
CG13700	92
grim	967
rpr	506
skl	943
CG32196	97
CG4306	274
Met75Cb	68
Met75Ca	69
AstC-R2	1595
CG32198	48
AstC-R1	918
CG7271	26
term	25
CG4174	199
CG13380	2234
CG18234	15
CG18233	3
CG18231	95
CG32201	204
CG32199	87
not	863
bora	290
MYPT-75D	926
CG42495	154
Capr	884
GNBP2	47
GNBP1	103
CG34254	3
Sgf11	64
CG32202	100
Chmp1	327
Cyp12c1	286
CG6893	131
Dic4	1147
CG12477	440
CG6885	57
MED11	138
Nufip	48
Atg3	100
ftz-f1	2142
CG14073	520
HipHop	384
Cat	293
Indy	594
CG6865	96
CG14074	85
Dysb	418
Grx1	88
Rad9	345
Blos3	48
Ugt	469
CG3961	840
NijB	198
CG3902	225
RpL26	642
arx	309
CG6843	46
CSN1b	91
CG6841	467
CG14077	2183
Ir75d	287
CG6839	35
CG18223	679
CG3819	137
CG32204	1392
CG43049	25
CG6836	74
CG14075	156
CG11619	157
CG34256	165
CG18135	804
CG3808	589
SmydA-2	100
nkd	1933
Acp76A	37
CG43407	267
CG3797	878
Sfxn2	545
Mkp3	2760
MESR6	199
CNPYb	590
CG10424	256
CG14079	37
Gem2	361
CG14082	1897
Spn75F	81
fz2	3230
CG33647	3
mRpL21	1011
rept	154
nes	732
Bet1	337
Max	647
CG42374	747
CG9666	94
CG45081	363
CG9629	367
CG14085	237
CG14088	3
CG14086	98
CG14089	9
Gbs-76A	1862
fal	489
pip	2760
CG32206	2953
ms(3)76Ba	3
CG33062	317
Chd3	314
CG14095	86
CG14096	42
CG32214	354
825-Oak	76
CG12519	155
CG18294	30
CG32213	88
brv1	460
CG32212	3
CG9449	500
CG9451	284
CG9452	138
Cpr76Ba	112
Cpr76Bb	131
Cpr76Bc	131
Cpr76Bd	485
CG9279	191
CG43885	154
Ltn1	140
Rcd7	195
CG9300	81
Shal	2268
CG9231	384
CG9330	131
CG14100	126
ash1	532
Taf6	166
CG9368	2022
lush	280
CG9372	96
Lon	572
PIG-F	231
l(3)76BDm	314
asf1	566
ms(3)76Cc	119
wnd	1145
CG8786	2501
Oat	117
tey	719
