Geneid	Length
CG13712	34
CG12493	125
CG13711	146
CG7509	17
CG18808	78
Dhc64C	116
LeuRS-m	100
CG13708	451
CG13707	1527
CG32237	60
CG32235	308
Dnah3	191
CG13705	52
CG13704	97
Rh50	326
Con	1361
CG17030	132
ATPsynCF6L	38
CG15212	59
CG15213	75
CG4603	240
CG10674	59
CG4611	96
Prpk	41
CHMP2B	126
CG10672	96
Gdap1	352
Fitm	263
AlaRS-m	97
Gen	75
Srp54k	168
shep	4085
CG4669	144
lama	1692
Klp64D	138
Cyt-c1	129
Uev1A	375
Membrin	144
Pfdn4	64
DIP-delta	619
CG4835	60
blanks	110
CG34342	40
Lkr	533
CG13285	102
frm	352
sinu	103
Sucb	148
Sras	87
bc10	239
Msr-110	266
l(3)psg2	338
spo	353
CG10592	62
CG5150	44
CG10591	35
TM9SF3	181
mthl2	104
Eaf6	67
Blimp-1	1530
lin-28	299
sif	6493
Sse	93
CG46320	1381
CG44521	101
DnaJ-1	596
Usp47	463
CG10576	274
Txl	164
Ppat-Dpck	35
scny	933
vito	68
Myt1	50
PGRP-LD	1531
Pmi	60
Cralbp	363
Bre1	144
Tektin-C	215
S6k	531
CG42272	615
kri	106
mad2	79
vn	2106
CG5568	97
CG18586	322
CG13287	103
DNApol-epsilon58	56
CG5592	10
CG32409	71
QC	35
CG32413	51
CG13288	424
CG10483	111
CG32407	591
CG33523	652
Rcc1	404
CG33993	538
CG10479	270
PVRAP	804
alphaKap4	70
CG10477	6
yip7	27
Jon65Aiv	41
Jon65Aiii	20
Jon65Aii	29
Jon65Ai	27
tant	315
CG6592	288
CG10472	17
CG42269	199
CG6602	5
CG13295	128
CG6610	104
ssp6	318
CG13293	523
CG10469	228
CG10467	352
loj	210
Ets65A	1569
l(3)mbn	246
Lcp65Ag3	60
Cpr65Au	28
Lcp65Ag2	61
Lcp65Ag1	61
Lcp65Af	51
Lcp65Ae	40
Cpr65Av	113
Cpr65Aw	127
Lcp65Ad	74
Lcp65Ac	92
Lcp65Ab2	48
Cpr65Ax1	48
Lcp65Ab1	45
Cpr65Ax2	47
Lcp65Aa	29
Acp65Aa	66
CG13297	30
Cpr65Ay	66
CG13296	30
CG10289	221
CG7376	47
CG10274	62
D19B	119
CG43293	187
D19A	144
CG7386	69
Sf3b6	197
Tnpo	252
CG8219	67
LanA	207
CG33946	66
CG13299	37
BG642312	151
CG42714	18
CG10226	601
Mdr65	135
Best2	412
ImpL3	302
CG43168	40
CG13300	1430
Sfp65A	34
CG42747	734
CG10147	83
CG8270	80
Vps8	107
sfl	1310
CG32396	134
MCU	1221
jv	451
ndl	268
CG8368	570
zpg	123
CG8398	984
GluRIA	538
eIF4E4	134
SP1173	860
CG8519	820
ple	452
dikar	348
velo	960
CG8549	194
CG10103	93
CG32392	342
vvl	668
Prat2	410
CG45413	56
CG14820	34
tow	505
CG10077	276
CG9948	244
CG10075	87
Surf1	87
sgl	212
CG10064	90
Mis12	114
CG9953	174
CG10063	109
Galphai	406
CG32388	84
CG43439	438
bin	209
Mp	2330
CG17744	46
CG8641	557
CG14823	70
Cpr65Ea	40
Cpr65Eb	78
Cpr65Ec	80
form3	804
msl-3	111
BBS1	21
CG8629	35
CG15829	49
CG8628	65
Dbi	75
melt	1048
corn	1155
CG8620	148
Dscam2	616
CG14826	272
CG14829	23
BHD	93
RpL18	123
Neos	247
mRpL50	44
Cdc27	659
MED4	83
CG14830	685
unc-13-4A	768
CG8607	65
RhoGEF4	144
Rint1	109
CG8602	514
CG42307	107
mus312	394
CG43780	210
CG43781	705
eco	266
lark	710
Cln7	433
CG14834	78
Srp19	113
qm	297
CTCF	135
pst	239
Sec63	347
Sh3beta	445
akirin	907
SMSr	244
smid	424
CG8564	297
CG8563	689
CG32379	111
CG8562	20
CG18417	25
CG8560	278
CG42458	624
Rac2	680
CG14835	134
CG33278	56
ppk26	40
CG42661	535
Tsp66A	1274
CG42660	43
CG8543	67
CG8541	51
CG43292	60
mthl6	103
Cyp4d8	120
CG8539	198
CG7548	16
CG7546	391
ltl	688
lqf	1009
CG14837	215
frac	469
CG14838	53
CG7716	80
Pura	1070
Urm1	5
CG7506	65
CG32373	683
PGRP-SD	25
CG7492	508
Ank2	1156
CG44195	357
CG12262	90
CG7457	118
CG8492	204
Snmp2	963
CG13685	273
CG7409	121
Hn	1471
Clk	663
CG32371	81
CG32369	1130
Pdp1	4162
CG32365	550
eIF4E5	159
pbl	1122
CG8281	144
CG8111	87
CG32368	56
syd	806
Srp9	102
CG43880	38
exex	180
RNaseX25	81
CG8042	90
HP4	110
CG8209	119
CG8038	45
nmo	1054
bip1	429
Ect4	3059
CG42591	22
CG7565	149
fan	146
CG7927	131
Arp3	177
msk	261
ldbr	92
CG7550	72
mRpL36	40
Uba2	114
CdsA	423
CG7504	228
mus301	29
CG13676	228
CG42445	627
CG43886	66
CG13675	187
RecQ4	122
Nmt	102
Uxs	118
ERR	587
Atg18a	649
MED24	119
CG7387	108
UbcE2M	293
CG8005	85
CG7366	91
CG13679	67
tut	72
CG8006	75
CG8012	222
CG13674	66
CG13678	62
eIF4E3	158
CG7213	124
Dscam4	580
cert	470
CG7201	326
Rab19	163
Arl5	549
CG13671	52
CG7194	69
Sbp2	36
BI-1	178
CG7185	365
CG43059	98
CG13670	73
CG34461	164
CG34462	97
Cpr66Cb	65
Pex2	104
DNApol-alpha50	195
CG7083	305
CG7182	313
GAPcenA	944
Culd	88
Idh	797
ImpE1	410
Jon66Ci	18
Jon66Cii	3
CG7120	542
mkg-p	769
CG33057	80
CG13667	86
Oseg1	1153
Exo70	110
mtrm	63
CG32354	1139
Cbl	355
Unr	3647
CG6983	192
Gug	999
CG43163	198
ZC3H3	119
CG6745	82
CG6765	325
CG6683	74
GstO3	69
se	38
GstO2	70
GstO1	64
foi	691
ergic53	29
rhea	1502
CG6638	83
CG43078	4676
Nelf-E	136
RpL14	29
CG5989	152
CG6282	1249
S-Lap1	202
S-Lap2	256
GAPsec	127
Zasp66	609
Cdc6	120
Cpr66D	115
CG13305	292
Pex7	186
Arr2	111
h	491
SrpRbeta	82
CG32022	240
CG6511	265
CG43965	11
Cp18	44
Cp15	46
Cp19	43
Cp16	47
Prm	661
CG13306	110
Fhos	1802
CG6576	194
CG5804	31
CG13310	60
CG13311	36
CG34426	9
CG32023	4
CG34427	15
CG13312	15
CG32024	24
CG13309	16
dally	728
CG32026	44
CG43169	102
Mcm7	153
TrpA1	180
mfr	3628
Tsp66E	410
CG43783	1394
orb2	973
GNBP3	5
mRpL12	100
CG13313	120
ValRS-m	143
CG5653	12
CG5021	140
CG5026	387
pix	180
Srp68	78
CG5644	253
CG13314	393
Galk	596
CG5068	175
CG5280	95
smg	1375
CG5087	271
Doc3	122
CG5194	77
Doc2	355
Doc1	248
CG5144	57
Argk	1679
CG4911	101
CG4942	102
teq	136
CG32032	79
CG13315	134
bol	1595
Dhpr	247
Use1	78
nwk	200
Rdl	1848
Slc45-1	1264
CG4476	346
CG4483	42
CG4477	31
GluRIB	757
PGRP-LA	915
PGRP-LC	496
PGRP-LF	77
UGP	547
CG32040	303
CG32039	126
Pdxk	354
CG34456	58
Klp67A	257
mRRF1	67
CG4452	148
Fdx1	66
Hsp67Bc	180
CG4456	253
Hsp22	1186
CG4461	54
Hsp26	239
Hsp67Ba	95
Hsp23	116
Hsp27	123
CG4080	641
eIF4E1	1203
Cpr67B	92
CG4022	776
CG3689	238
CG3967	864
CG3982	203
aay	297
Shc	133
RpS17	60
MTF-1	1590
Bet3	105
Nf-YA	218
CG33926	99
CG3529	132
CG3448	41
ghi	104
phol	647
CG3552	376
CG3437	20
CG3434	82
CG44838	2066
Uch-L5	118
Jarid2	469
pall	86
CG32036	99
CG32037	416
path	615
CG3408	131
RpS9	59
CG33700	468
Or67a	221
CG42673	1248
Tmc	443
CG3222	85
CG3088	20
CG3306	73
LanB2	406
CG3335	100
CG8336	394
fry	928
CG8329	15
CG18179	18
CG18180	19
CNMaR	727
CG16717	274
alphaTub67C	146
CG6767	379
CG16719	84
Ubc4	357
CG6761	40
CG16711	440
SH3PX1	142
vsg	227
CG18178	112
CG14174	12
nbs	71
defl	119
Naa60	658
ATPsynB	69
CG6749	5
CG42268	2068
CG8177	1524
CG32052	576
Zasp67	161
Ilp1	14
Ilp2	66
Ilp3	71
Ilp4	150
CG43897	1655
Ilp5	24
I-2	302
Cdk8	65
RasGAP1	473
CG10809	400
iPLA2-VIA	533
CG8108	205
CG34382	555
Taf2	114
CalpB	522
CG6709	845
CG14164	73
CG6707	451
nudE	932
bma	1116
CG6685	23
Dronc	409
CG6674	82
CG42455	253
vnc	606
dpr6	1642
CG14160	265
CG32053	41
CG32054	19
CG42825	114
dpr10	432
CG8072	137
CG6628	3
ect	313
CG8065	47
scramb1	573
can	46
CG12362	219
Gem3	75
CG32061	85
S-Lap3	551
Rbfox1	1473
S-Lap4	313
CG6527	157
CG42521	13
CG43127	36
CG34238	69
CG14151	31
CG42536	73
CG42535	44
hay	183
CG34001	97
E(z)	304
CG8009	158
CG18628	59
CG32066	665
CG14154	137
CG14153	15
CG8003	100
Adi1	70
simj	672
CG11811	152
CG33493	44
ND-13B	91
NijA	233
CG43245	431
CG12523	40
CG42831	250
tna	1285
CG6418	92
Blos4	85
CG6409	368
galla-2	73
CG6404	276
Cpr67Fa1	59
Cpr67Fa2	54
Cpr67Fb	18
Aps	1226
CG14147	90
klu	1061
Fad2	4
CG32081	26
CG43693	873
CG7888	660
CG6321	95
Blos2	68
CG32069	71
CG32075	281
SuUR	404
CG45101	177
CG6310	20
Mocs1	289
Pfdn2	142
CG7839	92
JIL-1	1139
Iyd	306
CG33947	517
Irbp18	76
APP-BP1	273
Elo68beta	23
Elo68alpha	24
CG32073	225
CG12522	28
CG34012	30
CG7638	147
Sod1	101
FoxK	662
mRpL2	94
Ufd1-like	168
NaPi-III	1048
nol	35
CG32074	2
CG14143	10
IRSp53	880
CG6216	36
Alg10	105
wls	180
CG7616	318
CG14142	61
GlcAT-P	1012
Plod	204
CG7607	57
CG14141	112
Ube3a	377
CG7600	151
CG42671	522
Ir68a	280
scyl	584
CG6175	1331
CG7573	50
CG6163	114
CG11726	81
CG7560	24
CG6149	15
CG7557	138
CG12289	178
CG7551	70
CG6140	235
Vha16-3	77
Vha16-2	40
chrb	1231
Sgs8	39
Sgs7	35
Sgs3	14
CG7512	194
CG11714	145
Fuca	1916
Mob2	1014
CG7394	269
CG33267	259
CG33490	62
CG33489	195
CG33271	60
CG33270	70
CG43390	51
CG43391	33
CG33269	81
CG32086	31
rt	438
CG33268	9
CG7368	418
Duba	980
Muc68Ca	29
CG6084	133
CG6083	141
PCID2	39
CG18815	245
CG32091	686
RIOK1	175
CG7339	85
CG32085	576
TfIIEalpha	196
Sugb	602
Pldn	66
CG14135	123
CG11652	241
Dnai2	37
CG11658	474
mtTFB1	457
Ccdc56	105
crim	108
CG14132	163
Bmcp	191
sunn	69
CG32087	83
CG6024	738
Muc68D	16
Tim13	89
Pi3K68D	506
CG14131	149
CG5964	154
CG10907	73
Klp68D	184
CG10361	106
CG42255	222
CG14130	56
CG5946	520
CG11597	756
RpL10Ab	35
CG32095	146
CycA	510
CG7264	346
CG43064	29
CG12521	89
CG44837	625
CG5906	68
Sprn	72
CG5897	85
CG11588	103
SdhAL	66
byn	336
Rpt4R	192
CG5883	50
CG7252	47
CG17826	34
obst-G	24
CG7248	162
CG11570	200
CG43294	138
prc	143
CG42397	36
CG14125	17
CG43896	53
CG6938	395
CG6931	47
viaf	135
Grip163	88
Pop2	607
CG6928	304
rols	1342
CG43993	13
CG6793	23
CG43638	134
Sema5c	480
CG17154	78
vers	131
ssp	58
CG11560	63
yps	264
CG34241	120
Lsp2	17
CG11534	77
CG5645	72
Atg12	49
ND-SGDH	183
RhoGAP68F	566
eIF3l	109
Nrx-IV	336
CG32099	94
CG9760	337
Rh7	785
CAH2	479
CG6910	184
Est-6	41
thoc6	85
Est-P	5
CG11529	116
Adk1	361
CG5626	17
app	2248
CG32100	102
Pbgs	70
CG4300	77
INPP5E	446
CG4328	253
CG44355	130
Lmx1a	238
CG10418	39
CrzR	535
Ncc69	1356
CG32104	55
Obp69a	35
Smyd4-2	115
CG32103	742
ArfGAP1	368
toe	355
eyg	403
CG32102	192
CG10616	109
CG10663	338
CG10660	702
CG10657	206
CG10638	75
CG10681	216
CG10646	67
vih	254
CG10654	130
sti	148
tral	393
Gcn5	111
ver	98
eIF2beta	128
nst	136
Tsf2	112
CG34242	38
Pmm2	65
CG4069	93
sowah	104
ara	431
caup	1138
mirr	673
SmD1	95
Ptp69D	208
CG32112	508
CG32109	64
Klc	341
CG10984	296
CG10973	56
CG32113	97
Hip1	814
CG32106	257
CG10969	76
CG17666	273
Atg1	672
CG42709	554
Sap130	232
CG32110	48
Sf3a2	112
CG42588	278
CG10960	934
CG10948	151
Wbp2	111
Ent3	403
CG32107	21
CG10943	148
CG14120	13
CG43894	454
CG14118	55
CG12520	163
CG32117	39
CG32115	119
CG10752	110
CG10748	28
CG10749	52
CG11262	49
CG11263	95
CG14117	288
CG11261	116
MICAL-like	195
CG11267	112
mRpL20	105
ste14	115
AdenoK	275
RpS12	68
Zmynd10	78
CG17672	330
SRm160	432
RpS4	256
Syx13	346
CG11279	104
CG17300	123
CG11251	141
trn	585
caps	887
CG32119	70
Sfp70A4	4
CG42481	3
CG43147	1
SP	3
CG14113	83
CG17687	86
Nplp2	223
CG14111	30
SNCF	39
CG14107	70
ImpL1	40
CG14110	22
CG10171	133
Poc1	134
sens	218
CG10222	1
flr	145
CG32121	46
CG14106	79
CG14105	37
CG10713	514
CG10154	40
CG10725	32
CG10140	35
CG14109	100
cmb	870
CG10133	24
CG10738	1095
CG10089	634
stv	1024
Abp1	423
Tgi	318
Spt20	642
Vps36	88
Liprin-beta	338
CG10710	251
bru3	2159
CG43184	46
CG8757	42
CG8750	127
Tsp68C	205
Hml	154
CG8745	214
dysc	1565
CG13737	536
Rgl	1681
CG8833	92
DCTN1-p150	289
CG32137	582
Meics	73
ssp2	143
Nxf3	1482
CG13738	37
Hsc70-1	926
CG17364	1232
CG17362	35
CG9040	64
26-29-p	121
CG17361	15
CG17359	69
Nprl3	254
upSET	1089
Ptip	277
endos	637
CG6650	713
CG6661	149
Hsc70Cb	625
Neurl4	223
CG6833	130
CG13484	83
Frl	853
Pex1	76
btl	435
CG8100	13
Fbp1	250
Sox21a	395
Sox21b	893
D	1206
nan	226
nuf	2114
saturn	111
CG7768	125
CG7924	18
CG34244	302
CG7906	133
fz	712
CG13482	91
CG13481	64
CG43120	52
CG3868	27
stwl	244
CG3919	290
bbg	1713
CG9592	167
CG4613	23
Mpcp2	203
Gbs-70E	579
CG34039	86
Lk	34
CG42758	180
HGTX	827
shd	809
CG9628	287
RecQ5	94
dlp	472
CG43121	37
ome	742
CG4914	389
CG5048	134
goddard	82
CG13474	5
CG17177	280
CG13476	80
CG13473	80
CG13471	68
Trl	1144
CG42507	2710
CG33260	12
CG9384	848
CG17173	8
mop	134
bmm	334
Tdrd3	56
CG9425	499
NHP2	78
gnu	101
CG17839	530
CG34245	90
DCX-EMAP	829
CG13465	39
BobA	57
Tom	83
Brd	72
Ocho	456
CG3349	18
CG5114	100
mnd	595
Zip71B	183
mRpL39	57
Prosbeta2	117
Reck	468
Sytbeta	804
CG32148	74
Rpn12R	66
ind	60
CG43678	33
CG18581	10
CG12310	41
CG43679	157
CG13461	15
CG43680	56
CG18649	32
EAChm	45
CG13460	29
Plp	2040
sstn	415
GlyRS	366
CTPsyn	682
CG45071	376
CG13458	213
Cep135	124
CG16959	445
CG32847	50
CG13457	385
CG12316	518
Pdi	387
CG32147	50
Pex3	308
FucTA	575
Msh6	75
Prp31	70
CG7011	133
CG6878	186
CG6888	82
Tollo	502
Best4	31
Best3	45
CG7255	1049
Toll-6	533
CG33259	17
CG7804	400
Ran-like	44
CG12355	877
CG13455	141
CG7276	44
CG7275	101
CG7272	153
CG7857	81
CG7841	402
Z600	63
gdl-ORF39	104
gdl	291
Eip71CD	253
CG13454	30
mex1	508
CG7945	669
CG33986	30
CG33985	5
CG42729	8
CG42728	15
obst-H	13
CG43248	324
CrebA	1007
AGO2	1261
CG7739	130
SCCRO	706
dop	888
CG16979	94
mrn	31
CG12301	90
AIMP2	97
CG7656	423
RhoGAP71E	688
CG7650	102
CG13449	272
comm3	808
CG7372	137
CG43083	5
Eig71Ea	49
Eig71Eb	48
CG43084	39
Eig71Ec	39
Eig71Ed	61
Eig71Ee	24
Eig71Ef	33
Eig71Eg	37
Eig71Eh	24
Eig71Ei	35
Eig71Ej	12
Eig71Ek	24
CG7579	148
pgant8	97
CG34452	270
CG34451	723
comm2	189
CG42571	81
CG42570	104
comm	226
CG6244	96
CG13445	13
fwe	134
CkIIalpha-i1	69
DCP2	1453
dbo	266
CG12713	64
CG18081	201
CG15715	269
meru	563
pHCl-1	612
sff	985
Pka-C3	1013
GXIVsPLA2	124
elgi	200
CG17032	423
l(3)72Ab	120
CG10516	166
brm	361
CG17026	90
CG17029	206
CG17028	19
CG17027	270
Arl1	142
DNApol-delta	97
Hip14	389
CG5830	482
mRpS31	97
mib1	197
Notum	365
CG42717	33
CG5895	328
Diap1	1564
Mbs	886
CG33258	41
CG13075	43
Tasp1	85
CG5235	140
ClC-c	504
CG13074	4
ATPsynbetaL	70
IleRS-m	25
IntS9	64
Zn72D	441
Taf4	670
Strumpellin	185
Pgm	41
SsRbeta	97
Trs20	50
elg1	654
CG5157	818
CG5151	3439
CG32152	761
CG13073	444
l(3)72Dn	110
CG5027	201
PDCD-5	136
MED10	118
Hsc20	69
l(3)72Dp	637
l(3)72Dr	35
CG13055	306
CG13054	156
CG13053	296
CG34247	29
CG13071	97
CG13070	29
CG13051	35
CG13069	45
CG4950	15
CG13068	43
CG34248	104
CG13067	58
CG13066	58
CG13065	52
CG13050	62
CG13064	75
CG13049	64
CG13048	155
CG13047	41
CG13046	100
CG13045	96
CG4962	64
CG4982	31
CG13044	65
CG43249	18
CG13043	79
CG13063	47
CG13042	65
CG13062	242
Nplp3	34
CG13041	67
CG13060	70
CG42718	53
CG13059	59
CG13040	798
CG13039	81
CG13038	165
CG13058	27
CG33061	63
CG33060	102
retinin	47
CG13056	22
CG4998	154
mRpS34	93
Golgin104	112
Tcs3	63
Pdh	58
ringer	382
Cpr72Ea	47
Cpr72Eb	98
Cpr72Ec	32
CG4842	68
CG18814	50
roq	136
CG4753	332
CG4729	925
RAF2	255
CG44836	544
Gagr	364
fax	595
TMS1	123
GluRS-m	66
TyrRS	59
CG33158	197
dsx-c73A	345
aos	574
CG43373	424
CG42514	755
st	88
CG13033	92
CG4229	73
Mipp1	201
CG43206	103
mbf1	348
nxf2	243
Smn	301
Rpn12	72
UQCR-C2	276
Syx8	79
CG32163	279
l(3)73Ah	377
tra	7
spd-2	48
CG32165	353
CG32164	159
CG4098	140
Prosbeta6	100
Su(P)	82
CG4101	90
Mo25	303
Abl	739
Baldspot	260
Galphaf	333
zetaCOP	71
CG13032	184
CG43954	2646
Lasp	666
CG9692	436
Dab	1324
CG13026	45
CG13031	30
PGRP-SB2	7
PGRP-SB1	6
Dbp73D	84
CG9701	214
CG42852	11
Nrt	635
CG13025	255
CG9705	557
CG9706	289
eIF3e	108
CG9674	479
nudC	510
CG13024	949
TSG101	338
CG9669	73
Zcchc7	115
CG32161	70
Rh4	47
sina	962
sinah	178
CG13029	149
CG9951	82
Lmpt	2298
CG32170	150
CG13028	79
CG13023	201
CG11905	328
CG13022	10
Cpr73D	1270
Obp73a	62
Nc73EF	647
Exn	1190
CG3764	1244
CG6664	518
CG7728	103
CG6652	223
a10	20
Fit2	330
CG7730	154
Ilp8	183
beg	31
scaf6	115
Papst2	269
CG14057	206
TpnC73F	194
rogdi	348
CG7724	102
Rbp6	1869
CG6512	310
CG7707	93
CG6497	114
CG13723	84
ND-24L	82
CG13725	94
CG6479	108
brv2	27
Mip	289
CG7692	874
tap	111
Cad74A	612
CG13728	95
CG13731	209
blot	991
Sec3	118
CG7630	57
CG33051	61
CG33052	91
frc	215
CG32174	2916
CG32176	69
CG12229	184
CG18265	779
QIL1	181
CG7589	580
UQCR-Q	326
CG34250	89
CG13733	120
qjt	210
CG6333	1396
Oatp74D	1088
edin	9
U4-U6-60K	131
CG7564	170
Edc3	393
Nedd4	759
Jon74E	84
CG7542	11
CycT	1887
Eip74EF	2705
Vps60	247
CG7510	479
CG7497	291
Pep	300
CG43085	297
Ndfip	291
Krn	383
CG7484	71
Crtc	1155
CG34251	278
Ccn	550
CG7460	285
CG6034	48
Adgf-B	95
Adgf-A	204
Adgf-A2	235
CG32182	53
CG32181	364
CG42815	25
CG42816	390
NUCB1	145
CG5589	51
CG32187	72
CG32191	399
Cln3	166
Grd	920
CG32188	31
CG32189	33
CG5577	44
CG5567	128
MED19	310
CG7430	281
TrpRS-m	153
CG5535	380
CG7408	373
CG5506	31
CG16775	4
CG7402	104
Tsp74F	393
Prestin	944
CG14353	111
CG5290	254
Eip75B	4400
CG32192	103
CG42393	111
CG44006	35
CG44005	54
CG44004	34
CG34253	123
CG13698	703
mRpS26	83
CG5147	182
mus304	101
CG32195	365
CG7341	268
CG42853	62
Cyp312a1	623
geko	387
CG7330	123
CG13699	306
hid	519
CG7320	11
CG5103	34
CG13700	127
grim	318
rpr	200
skl	115
CG32196	144
CG4306	95
Met75Cb	20
Met75Ca	20
AstC-R2	493
CG32198	14
AstC-R1	545
CG7271	100
term	160
CG4174	1821
CG13380	687
CG18234	15
CG18231	43
CG32201	9
CG32199	78
not	638
bora	95
MYPT-75D	2055
CG42495	74
Capr	313
GNBP2	125
GNBP1	206
Sgf11	148
CG32202	93
Chmp1	160
Cyp12c1	26
CG6893	283
Dic4	141
CG12477	90
CG6885	21
MED11	47
Nufip	59
Atg3	131
ftz-f1	2685
CG14073	885
HipHop	136
Cat	182
Indy	739
CG6865	74
CG14074	56
Dysb	109
Grx1	266
Rad9	69
Blos3	84
Ugt	203
CG3961	671
CG3902	118
RpL26	90
arx	82
CG6843	137
CSN1b	136
CG6841	122
CG14077	80
CG18223	19
CG3819	16
CG32204	493
CG43049	79
CG6836	251
CG14075	53
CG11619	165
CG34256	93
CG18135	686
CG3808	88
SmydA-2	166
nkd	1082
CG43407	92
CG3797	368
Sfxn2	536
Mkp3	850
MESR6	140
CNPYb	75
CG10424	77
CG14079	164
Gem2	94
CG14082	545
fz2	2110
mRpL21	82
rept	175
nes	154
Bet1	299
Max	159
CG42374	501
CG9666	902
CG45081	18
CG9629	66
CG14085	89
CG14086	802
Gbs-76A	1487
fal	1129
pip	179
CG32206	539
ms(3)76Ba	22
CG33062	317
Chd3	76
CG14095	69
CG14096	50
CG32214	54
825-Oak	51
CG12519	52
CG18294	54
CG32213	51
brv1	29
CG32212	394
CG9449	1042
CG9451	78
CG9452	248
Cpr76Ba	57
Cpr76Bb	46
Cpr76Bc	435
Cpr76Bd	347
CG9279	1296
CG43885	107
Ltn1	23
Rcd7	520
CG9300	56
Shal	622
CG9231	88
CG9330	129
CG14100	46
ash1	405
Taf6	72
CG9368	140
lush	240
CG9372	373
Lon	117
PIG-F	96
l(3)76BDm	76
asf1	285
ms(3)76Cc	105
wnd	1107
CG8786	149
Oat	91
tey	527
CG8765	326
Gbeta76C	91
verm	114
serp	541
Trpml	260
CG42637	1026
CG42529	422
CG42638	260
Gyc76C	1052
ms(3)76Ca	422
SREBP	474
CG14102	55
Ir76a	201
TORIP	51
CG15881	1140
CG34116	33
CG14104	53
Kap-alpha1	112
Cyp305a1	137
cyc	164
Fibp	465
Deaf1	450
trc	212
CG32221	131
kto	98
Papss	822
Rab8	606
Usp32	447
Mi-2	240
Su(Tpl)	1042
Prp3	364
Mtr3	86
Rpn1	140
Su(z)12	474
Pfdn6	151
Grasp65	118
CG8004	71
RhoGDI	182
Ac76E	416
CG32219	63
CG34258	12
CG42655	54
CG42654	16
CG42263	47
CG14182	130
hale	93
schuy	71
Csas	152
fln	348
Nca	244
CG7646	740
Gabat	363
Tom20	205
CG7668	182
kug	285
CG14183	74
CG14184	68
sNPF-R	726
CG14186	467
CG14185	27
Ir76b	97
CG14187	22
CG7365	453
gig	128
obst-J	47
CG7335	10
CG7328	324
CG42674	3824
Ssk	190
CG42833	25
obst-F	41
CG7298	85
CG7290	45
CG6996	91
CG7017	89
CG6933	208
CG17145	38
CG17147	91
Su(var)3-3	435
CG13813	51
CG17233	496
Clc	468
CG6951	398
rdgC	1641
gogo	694
CG17122	81
FRG1	71
Pex23	120
SCCRO4	681
CG32225	114
polo	656
alphaSnap	161
Spn77Ba	583
Spn77Bb	34
Spn77Bc	49
Rbbp5	33
eRF1	766
CG5618	1129
kin17	90
DNApol-alpha60	78
Toll-9	590
in	118
CG13247	253
Ide	346
RhoBTB	487
CG5498	86
fbl	1120
CG33969	72
trbl	354
CG13248	162
zye	89
CG5282	112
CG5274	70
CG5262	112
Las	101
Psn	315
mRpL15	119
CG5872	132
CG11796	573
CG5910	259
CG5199	216
atk	497
mag	21
CG42764	160
CG5955	68
CG32428	528
CG5969	115
isoQC	486
ZnT77C	512
ND-39	266
CG32425	596
CG18281	36
CG5059	1024
mTerf3	32
CG5104	147
CG4825	348
CG4858	78
Rcd2	409
CG13250	87
knrl	964
CG13251	31
kni	404
cmpy	372
CG13252	527
CG43251	33
CG4074	69
CG4186	55
CG4042	110
Pitslre	1983
Pex16	110
Pex14	134
CG11399	183
CG11396	35
Six4	490
CG3698	24
tzn	177
Spc105R	133
CG3634	295
HIPP1	134
CG3618	178
Pka-R1	1690
Mst77F	149
CG3288	29
CG13255	894
CSN3	112
CG11456	64
CG32432	376
Sfp77F	19
CG43931	161
CG11458	50
fng	211
CG10589	125
Sems	21
CG10588	47
CG11037	2
CG10587	10
CG12983	48
CG33287	36
CG33286	41
CG12984	172
skd	1110
CG10585	393
CG10584	111
Sin	126
CG10581	11
siz	1741
CG43072	86
ko	953
CG33285	55
CG43938	620
CG33284	562
ICA69	351
CG10565	476
Ac78C	1139
chb	1059
AsnS	82
CG42337	728
park	145
CG34261	65
CG33054	218
CG33056	684
CG10512	541
CG10510	90
CG10508	602
CG12975	118
Ilk	163
CG43219	368
Eip78C	1325
CG43218	29
CG9391	233
CG9389	154
AcCoAS	736
ppl	204
CG12974	1008
pzg	338
Cpr78Ca	133
Cpr78Cb	1074
Edg78E	76
CG43702	60
Cpr78Cc	41
CG11309	308
CG7632	224
Pc	110
Rab26	2103
Tsr1	108
CG7324	97
CG32436	75
ebd2	479
CG12971	17
CG32437	181
CG32440	185
rgn	772
sa	42
barc	303
CG33288	269
Aef1	650
CG5664	194
Alp1	69
Syx7	284
croc	285
Neu2	156
CG7202	67
CG7519	102
Hr78	327
Glg1	412
Est-Q	44
M6	659
SAK	136
Cdk12	744
CG7611	2072
Arv1	92
Mkrn1	213
Rpn10	113
COX8	93
VhaM9.7-b	126
CG33290	70
Wnk	1179
CG7173	466
CapaR	181
CG7634	94
CRIF	65
SMC5	203
CG32441	194
TfAP-2	669
S1P	69
CG11307	274
CG7166	174
CG11306	269
MED1	151
ORMDL	80
CG32444	39
CG32445	117
Atox1	195
CG43980	872
Cpr78E	24
CG11249	52
Als2	257
CG11248	190
Sfp78E	146
CG32447	212
CG11247	1296
Rpb8	190
CG14570	26
CG14569	29
CG14568	35
CG14573	32
CG14567	96
CG14566	43
CG14572	43
CG14565	35
Syn1	683
CG7370	286
eg	608
CG43895	355
CycH	9
CG7407	71
CG7414	298
CG32448	186
CG7148	157
Nopp140	105
P5CDh1	477
CG14563	31
mub	1377
SLC22A	259
DNApol-eta	43
CG14562	243
CG7458	192
CS-2	30
CG7470	145
Act79B	141
CG7140	144
CG43392	42
Oct-TyrR	671
